origin_no	sort_id	token	number	frequency
14899	11708	economist	28238	6.215e-06
13611	11838	nascar	28233	6.214e-06
9031	12825	presently	28231	6.214e-06
14555	22959	duran	28224	6.212e-06
5874	12160	operative	28224	6.212e-06
9335	14951	prophecy	28221	6.212e-06
13637	11833	southampton	28209	6.209e-06
7457	13599	comparing	28204	6.208e-06
15016	12936	displaced	28202	6.208e-06
13920	12483	atmospheric	28192	6.205e-06
12787	14339	##jon	28192	6.205e-06
15147	22578	##js	28190	6.205e-06
12568	14077	weaver	28187	6.204e-06
3637	12360	consortium	28186	6.204e-06
15296	24491	manifestation	28184	6.204e-06
5969	15987	##lain	28182	6.203e-06
12692	24072	##nut	28177	6.202e-06
12723	13954	portrayal	28176	6.202e-06
9771	12459	scary	28176	6.202e-06
12273	12697	designing	28175	6.202e-06
14971	12038	lightweight	28174	6.201e-06
12545	19819	conceal	28172	6.201e-06
11558	26282	##bio	28169	6.200e-06
13195	13332	solved	28166	6.200e-06
12749	15804	relieve	28165	6.199e-06
15529	18082	peck	28155	6.197e-06
11966	13248	downstream	28154	6.197e-06
11059	20469	##iac	28150	6.196e-06
13380	12719	modifications	28149	6.196e-06
12506	29876	##ा	28149	6.196e-06
13735	21436	##uber	28143	6.195e-06
12029	16865	orient	28143	6.195e-06
4062	10937	1831	28134	6.193e-06
14073	12366	supervisor	28127	6.191e-06
12682	19312	##pia	28126	6.191e-06
9835	15264	supper	28125	6.191e-06
8602	11102	1820	28120	6.189e-06
12564	14739	posting	28119	6.189e-06
10511	15316	adverse	28115	6.188e-06
13520	13063	ordering	28114	6.188e-06
13394	14734	drought	28109	6.187e-06
12061	12818	vein	28109	6.187e-06
12563	17158	conceptual	28105	6.186e-06
12255	12097	pretending	28097	6.184e-06
13205	13464	##ibility	28096	6.184e-06
11447	19653	induce	28095	6.184e-06
11498	16677	##static	28091	6.183e-06
11992	10055	toss	28089	6.183e-06
13449	26619	viz	28089	6.183e-06
14041	15725	##plate	28086	6.182e-06
14072	13385	accepts	28077	6.180e-06
14180	18347	ahl	28077	6.180e-06
16239	22043	##ange	28076	6.180e-06
11355	12641	shortened	28074	6.179e-06
13428	25852	##hog	28072	6.179e-06
12290	17852	ping	28068	6.178e-06
12004	13818	attitudes	28065	6.177e-06
12063	12239	unesco	28064	6.177e-06
14219	18655	##aged	28059	6.176e-06
13210	18558	info	28054	6.175e-06
11831	16221	mutation	28048	6.174e-06
8449	11856	trinidad	28046	6.173e-06
7159	24103	##kki	28035	6.171e-06
12298	14516	persistent	28026	6.169e-06
10265	15727	audit	28022	6.168e-06
6777	14088	##ented	28019	6.167e-06
11579	12066	abbreviated	28018	6.167e-06
13599	12691	##boro	28013	6.166e-06
9982	20709	##bara	28012	6.166e-06
6897	11000	tonnes	28011	6.165e-06
12874	11719	diamonds	28011	6.165e-06
11891	12865	brotherhood	28011	6.165e-06
14350	10854	shakes	28006	6.164e-06
12853	12964	celebrating	28001	6.163e-06
14989	13434	viral	27999	6.163e-06
14165	14165	prosperity	27996	6.162e-06
9564	12820	##bbled	27993	6.162e-06
1473	17869	ile	27991	6.161e-06
11963	13338	transparent	27988	6.160e-06
14788	13643	collectively	27987	6.160e-06
10938	13360	aaa	27982	6.159e-06
14428	16289	mater	27972	6.157e-06
15026	13990	insufficient	27972	6.157e-06
12822	13119	motorway	27970	6.156e-06
13546	13110	beams	27964	6.155e-06
14270	13920	leapt	27964	6.155e-06
8293	10766	alto	27959	6.154e-06
15615	11507	sociology	27952	6.152e-06
4912	12109	portable	27946	6.151e-06
11280	12195	offshore	27946	6.151e-06
12327	12288	advocacy	27940	6.150e-06
13465	10323	isabella	27940	6.150e-06
11851	19994	bless	27938	6.149e-06
12763	24475	##tf	27935	6.149e-06
15231	18365	dispatch	27933	6.148e-06
12646	11599	curling	27932	6.148e-06
11761	16251	superhero	27931	6.148e-06
10107	15934	reel	27929	6.147e-06
12939	13788	fireplace	27928	6.147e-06
14192	10391	bruno	27923	6.146e-06
12827	14047	downward	27919	6.145e-06
12075	13461	##lets	27906	6.142e-06
14486	28507	##bula	27904	6.142e-06
13607	22972	##ła	27902	6.141e-06
13401	11817	transactions	27901	6.141e-06
12986	13422	murderer	27898	6.141e-06
11741	12573	freshwater	27895	6.140e-06
13692	21202	##llin	27889	6.139e-06
15172	21156	##feit	27885	6.138e-06
14442	25465	##vc	27877	6.136e-06
13721	11262	ferguson	27876	6.136e-06
12258	12496	rockets	27861	6.132e-06
12807	11996	sidewalk	27860	6.132e-06
14179	16535	##wave	27853	6.131e-06
13269	15738	imprint	27852	6.130e-06
15983	13644	broadly	27846	6.129e-06
13982	15004	##ically	27836	6.127e-06
15477	13147	crept	27835	6.127e-06
12170	11910	3000	27834	6.127e-06
12578	13487	tasked	27828	6.125e-06
15075	12971	snakes	27828	6.125e-06
9519	12442	irrigation	27828	6.125e-06
11218	12580	utterly	27824	6.124e-06
14981	12823	retaining	27822	6.124e-06
10806	11643	modeling	27822	6.124e-06
8225	14965	geometric	27819	6.123e-06
11095	20683	##rdo	27819	6.123e-06
12036	14205	stubborn	27818	6.123e-06
13563	15086	aiden	27809	6.121e-06
10096	14627	reproduction	27807	6.121e-06
8156	20916	flap	27807	6.121e-06
4811	17542	cancel	27801	6.119e-06
15045	14334	commuter	27800	6.119e-06
13656	12025	assassin	27800	6.119e-06
16199	14156	##flower	27799	6.119e-06
17555	18591	spouse	27795	6.118e-06
12784	13407	farewell	27786	6.116e-06
12654	12568	charted	27782	6.115e-06
11408	12396	commissioners	27781	6.115e-06
13534	11040	1833	27774	6.113e-06
6864	13997	puppet	27770	6.112e-06
5953	11167	screenwriter	27766	6.112e-06
7827	13032	ancestor	27762	6.111e-06
12727	12213	midway	27762	6.111e-06
12856	16157	evaluate	27761	6.110e-06
14457	9060	elena	27759	6.110e-06
1639	12739	paired	27753	6.109e-06
6532	21341	##diment	27752	6.108e-06
12413	13614	demise	27751	6.108e-06
13162	12845	comeback	27747	6.107e-06
12293	22332	##kus	27746	6.107e-06
9533	14920	denial	27744	6.107e-06
14529	16247	stove	27738	6.105e-06
14650	13676	negotiate	27731	6.104e-06
12686	12646	compliance	27724	6.102e-06
14835	13724	flour	27721	6.102e-06
16334	7334	guitars	27718	6.101e-06
12021	13230	flowed	27710	6.099e-06
11374	13964	confirmation	27710	6.099e-06
13263	22513	##tet	27705	6.098e-06
12205	13315	constituencies	27704	6.098e-06
10948	13131	purchasing	27703	6.098e-06
9244	11497	janeiro	27695	6.096e-06
9737	14895	aide	27691	6.095e-06
13836	11956	manning	27688	6.094e-06
15188	13589	spatial	27680	6.093e-06
13008	11775	llc	27680	6.093e-06
8899	13233	stressed	27679	6.092e-06
13075	27871	##may	27674	6.091e-06
13143	13822	intake	27673	6.091e-06
15669	12441	binary	27672	6.091e-06
13977	14062	resemblance	27665	6.089e-06
13459	11554	ivory	27665	6.089e-06
13615	17729	##sque	27664	6.089e-06
15384	14185	trench	27657	6.088e-06
12859	12728	sonic	27653	6.087e-06
16569	12706	executives	27652	6.086e-06
13307	27524	##cen	27649	6.086e-06
12604	16167	protector	27648	6.086e-06
14373	20800	##rge	27645	6.085e-06
11549	14266	nutrition	27642	6.084e-06
12256	8334	jared	27638	6.083e-06
10291	14148	checks	27635	6.083e-06
13258	22160	graf	27630	6.082e-06
14097	13207	liquor	27629	6.081e-06
13684	10728	ernst	27624	6.080e-06
16443	11462	freeman	27622	6.080e-06
13280	18554	dye	27622	6.080e-06
11333	18612	divers	27620	6.079e-06
11489	15637	##ride	27618	6.079e-06
13198	26568	terri	27613	6.078e-06
14597	13190	loaned	27609	6.077e-06
11344	21208	govern	27609	6.077e-06
7049	14400	beacon	27597	6.074e-06
13490	12840	sheikh	27594	6.074e-06
13951	14960	notebook	27592	6.073e-06
15441	19091	flaming	27590	6.073e-06
12905	12571	hierarchy	27588	6.072e-06
13303	14980	gorge	27588	6.072e-06
13785	15250	latitude	27587	6.072e-06
13118	14773	##graphic	27575	6.070e-06
11337	18336	baptism	27571	6.069e-06
9779	12472	conventions	27570	6.068e-06
17547	20289	bey	27568	6.068e-06
11608	13325	judging	27562	6.067e-06
11833	12378	handball	27562	6.067e-06
14413	11951	charming	27560	6.066e-06
17860	13702	physicist	27555	6.065e-06
14584	11762	cowboy	27552	6.064e-06
3247	13034	succeeding	27552	6.064e-06
14665	10931	conrad	27551	6.064e-06
13560	17781	borrow	27546	6.063e-06
14856	12375	mapping	27536	6.061e-06
11028	10952	heinrich	27528	6.059e-06
13514	18075	##psy	27525	6.058e-06
16778	13732	financially	27520	6.057e-06
11977	15109	beasts	27520	6.057e-06
12660	13364	promptly	27519	6.057e-06
10810	13511	precipitation	27518	6.057e-06
13441	11212	240	27516	6.057e-06
15617	12161	brewery	27514	6.056e-06
12531	13567	positively	27512	6.056e-06
5992	10999	rafael	27512	6.056e-06
12025	12727	dusty	27506	6.054e-06
11624	14707	shone	27505	6.054e-06
14045	12409	teresa	27503	6.054e-06
9585	12736	disciplines	27499	6.053e-06
13193	25805	condo	27498	6.053e-06
8879	14240	guardians	27491	6.051e-06
15537	14769	##eous	27488	6.050e-06
11273	12597	teamed	27484	6.049e-06
4722	13758	sophomore	27475	6.047e-06
12610	11919	cubic	27475	6.047e-06
14709	16703	##32	27469	6.046e-06
13551	20318	##chet	27468	6.046e-06
15180	11920	dragging	27465	6.045e-06
1221	17216	martyr	27461	6.044e-06
13568	13187	inmates	27460	6.044e-06
14058	19409	pena	27460	6.044e-06
11674	12293	passport	27459	6.044e-06
13353	12735	##lines	27456	6.043e-06
14271	24516	##vara	27455	6.043e-06
13373	15444	##tai	27451	6.042e-06
1377	15984	bloc	27451	6.042e-06
12950	13881	pseudonym	27441	6.040e-06
10841	20722	##zam	27440	6.040e-06
10414	19815	creep	27439	6.040e-06
9354	11490	educator	27437	6.039e-06
18019	11815	apostolic	27436	6.039e-06
12843	13141	refugee	27435	6.039e-06
14044	25414	swat	27435	6.039e-06
11576	17250	##yte	27430	6.038e-06
18417	13066	traders	27425	6.036e-06
12949	13921	revision	27420	6.035e-06
11968	19825	##enia	27419	6.035e-06
9589	26416	##nai	27417	6.035e-06
8302	12250	strained	27414	6.034e-06
12496	19769	halle	27414	6.034e-06
11926	11606	bavaria	27412	6.034e-06
10434	12432	pipes	27411	6.033e-06
15618	24618	blessings	27405	6.032e-06
12309	20559	##aus	27403	6.032e-06
11097	25154	##claim	27402	6.031e-06
9429	18195	##gc	27400	6.031e-06
12860	16829	fulfilled	27385	6.028e-06
13027	17426	##shin	27381	6.027e-06
15033	13333	cliffs	27380	6.027e-06
14384	12414	##wich	27377	6.026e-06
13867	15179	nile	27377	6.026e-06
11986	14279	trades	27372	6.025e-06
12639	24112	banda	27372	6.025e-06
10274	19729	##sun	27372	6.025e-06
9735	13922	molecule	27371	6.025e-06
13406	11267	bengali	27370	6.024e-06
15674	28086	embryo	27364	6.023e-06
13115	14231	colorful	27359	6.022e-06
13482	12815	wendy	27358	6.022e-06
11647	13035	jupiter	27355	6.021e-06
15313	19585	##urt	27352	6.020e-06
28108	12853	polished	27350	6.020e-06
13608	17895	ngo	27346	6.019e-06
12983	12004	sharks	27341	6.018e-06
12183	26560	##hear	27338	6.017e-06
9060	12653	documentation	27337	6.017e-06
13730	11511	neill	27333	6.016e-06
14825	15284	exited	27329	6.015e-06
13797	16259	##rator	27328	6.015e-06
6821	17021	greet	27327	6.015e-06
14691	19523	xiao	27325	6.014e-06
12651	8611	della	27323	6.014e-06
10421	13519	accusations	27321	6.014e-06
11434	12809	freezing	27321	6.014e-06
13383	20350	##ulator	27316	6.012e-06
7974	12788	winding	27311	6.011e-06
12269	14845	deacon	27307	6.011e-06
15387	19575	discount	27297	6.008e-06
14156	13015	peaking	27292	6.007e-06
14834	11797	leigh	27286	6.006e-06
5402	21515	##stand	27282	6.005e-06
12114	27738	hitch	27280	6.005e-06
13763	17654	cooperate	27278	6.004e-06
20064	16582	behave	27276	6.004e-06
14648	14300	approve	27270	6.002e-06
12527	12594	revenues	27269	6.002e-06
13597	23801	batter	27264	6.001e-06
10744	11426	slipping	27261	6.000e-06
13228	15103	noticing	27258	6.000e-06
4592	13568	ninety	27251	5.998e-06
15952	12012	securities	27245	5.997e-06
12841	12364	tortured	27242	5.996e-06
13284	18256	##onne	27241	5.996e-06
15960	15178	suffrage	27240	5.996e-06
14065	13661	urgent	27236	5.995e-06
16851	11603	linux	27232	5.994e-06
11332	13271	descriptions	27227	5.993e-06
2454	14172	feeds	27221	5.992e-06
12353	18296	slash	27221	5.992e-06
8529	12805	drowned	27213	5.990e-06
10397	11164	morton	27208	5.989e-06
12234	29027	##lok	27207	5.989e-06
6275	15837	cindy	27207	5.989e-06
13103	15776	##gers	27204	5.988e-06
15141	14473	homestead	27203	5.988e-06
13742	11169	philippe	27200	5.987e-06
13057	12017	davidson	27194	5.986e-06
12796	15902	meaningful	27188	5.984e-06
13737	13896	advent	27184	5.983e-06
13222	13093	johan	27183	5.983e-06
14501	12071	sicily	27183	5.983e-06
11742	12889	inserted	27181	5.983e-06
14252	27364	##dot	27179	5.982e-06
13310	12164	boyd	27177	5.982e-06
12176	13056	garnered	27174	5.981e-06
15607	29835	##ك	27165	5.979e-06
14043	29297	##yce	27164	5.979e-06
15947	16383	##mity	27160	5.978e-06
14229	15027	healed	27160	5.978e-06
9801	12772	telescope	27156	5.977e-06
12680	14472	grandparents	27149	5.976e-06
11888	12910	##lers	27148	5.976e-06
15643	19250	##ckle	27148	5.976e-06
13050	12751	1880s	27144	5.975e-06
13973	17477	mystic	27143	5.974e-06
14441	12620	myanmar	27143	5.974e-06
5993	12925	riots	27139	5.974e-06
14462	13712	suppressed	27135	5.973e-06
13411	14722	grape	27133	5.972e-06
7586	26941	##emon	27130	5.972e-06
21385	12359	encoded	27130	5.972e-06
13402	13216	explicit	27130	5.972e-06
13215	12400	helicopters	27128	5.971e-06
13577	14315	yell	27127	5.971e-06
11456	22345	##mart	27125	5.970e-06
9770	13526	skeleton	27108	5.967e-06
13260	13727	vague	27107	5.966e-06
9796	14116	##fying	27107	5.966e-06
14606	13193	peasants	27106	5.966e-06
12832	13943	orbital	27106	5.966e-06
11786	12765	lethal	27105	5.966e-06
12310	14568	bushes	27103	5.966e-06
15314	15351	vine	27099	5.965e-06
14701	13400	recovering	27097	5.964e-06
11212	13172	suspects	27097	5.964e-06
13848	28350	sava	27094	5.964e-06
13023	13986	tolerance	27086	5.962e-06
10694	13773	silicon	27084	5.961e-06
11625	27718	##mpt	27081	5.961e-06
13033	13425	imagery	27078	5.960e-06
14039	12683	scholarly	27075	5.959e-06
15492	11357	dixon	27075	5.959e-06
10206	11447	vernon	27073	5.959e-06
13244	12652	motto	27068	5.958e-06
12106	13491	angola	27064	5.957e-06
13701	13324	tapes	27057	5.955e-06
10988	16743	dealers	27052	5.954e-06
13322	12084	survivor	27046	5.953e-06
14193	9421	pissed	27043	5.952e-06
17795	11407	mackenzie	27042	5.952e-06
12056	13237	cultivated	27035	5.951e-06
16051	12743	marriages	27034	5.950e-06
13347	13538	relied	27033	5.950e-06
11960	13481	europeans	27031	5.950e-06
12892	13557	whereby	27029	5.949e-06
12287	26306	##×	27027	5.949e-06
7636	19140	##uche	27026	5.949e-06
15015	13265	incorporate	27026	5.949e-06
13828	12305	floyd	27018	5.947e-06
10125	14188	leah	27015	5.946e-06
15841	18609	como	27015	5.946e-06
14497	12592	lebanese	27004	5.944e-06
15341	12280	elvis	26998	5.942e-06
14865	19382	mace	26995	5.942e-06
9985	13049	papua	26985	5.940e-06
15891	15189	beneficial	26984	5.939e-06
11845	13220	teammates	26982	5.939e-06
13540	12255	##sworth	26979	5.938e-06
13592	8928	flute	26975	5.937e-06
14093	13025	grocery	26974	5.937e-06
13376	27593	ow	26971	5.937e-06
13251	13846	victorious	26970	5.936e-06
14022	12622	submarines	26969	5.936e-06
15886	12692	competitor	26965	5.935e-06
12162	14196	violently	26964	5.935e-06
12119	12980	differs	26956	5.933e-06
16922	17901	weed	26956	5.933e-06
13180	15779	venom	26955	5.933e-06
10548	12127	filmmaker	26951	5.932e-06
13804	25451	##itan	26949	5.932e-06
16285	13547	owl	26945	5.931e-06
13713	12714	eurovision	26941	5.930e-06
8762	15261	amazed	26939	5.930e-06
17157	10870	georges	26937	5.929e-06
12416	12202	xbox	26930	5.928e-06
13760	13455	##nova	26926	5.927e-06
14392	13053	pouring	26915	5.924e-06
14623	11944	newfoundland	26914	5.924e-06
10850	11742	toyota	26913	5.924e-06
15339	16741	##nay	26908	5.923e-06
10936	13176	greeks	26907	5.922e-06
10231	18629	doe	26905	5.922e-06
14674	13367	nowadays	26902	5.921e-06
16426	15412	stunt	26900	5.921e-06
11522	23157	argent	26899	5.921e-06
11981	10113	valentine	26897	5.920e-06
16407	11168	straightened	26895	5.920e-06
14287	14825	hymn	26892	5.919e-06
14238	13310	tires	26891	5.919e-06
14458	20779	ely	26876	5.916e-06
14368	13477	ibrahim	26876	5.916e-06
12492	12480	apology	26875	5.915e-06
13861	11091	citation	26870	5.914e-06
14222	13576	bizarre	26868	5.914e-06
14586	15361	##nett	26866	5.913e-06
11603	14293	privilege	26866	5.913e-06
9820	12750	##beck	26860	5.912e-06
9460	12233	specialty	26859	5.912e-06
13513	11995	broadcaster	26858	5.912e-06
13458	13064	##foot	26854	5.911e-06
14116	26794	apt	26854	5.911e-06
12087	20184	ville	26854	5.911e-06
12712	12485	aisle	26851	5.910e-06
13860	13043	##itive	26850	5.910e-06
14353	13809	porto	26848	5.909e-06
12673	24342	##raph	26844	5.909e-06
13292	13197	formations	26844	5.909e-06
14505	14006	candles	26840	5.908e-06
13823	20113	##acious	26836	5.907e-06
13773	13648	discovering	26835	5.907e-06
13557	12793	landscapes	26833	5.906e-06
13026	15742	bunker	26830	5.906e-06
5526	24144	##kow	26823	5.904e-06
13940	13936	##uded	26812	5.902e-06
11897	20939	##sas	26810	5.901e-06
14747	11017	duchess	26808	5.901e-06
8734	22079	gunn	26807	5.900e-06
11381	25808	##tens	26807	5.900e-06
15023	13241	##ania	26804	5.900e-06
7778	17871	rhetoric	26803	5.900e-06
13239	14398	racism	26802	5.899e-06
13070	14988	precursor	26795	5.898e-06
16235	15925	sights	26795	5.898e-06
10877	15474	##tton	26794	5.898e-06
16037	13766	pillars	26791	5.897e-06
12450	18036	slit	26787	5.896e-06
12678	21101	stain	26785	5.896e-06
6280	13884	paraguay	26784	5.895e-06
12889	21857	hike	26777	5.894e-06
13132	13641	rican	26775	5.893e-06
11896	18142	##ffle	26775	5.893e-06
13873	27794	##hort	26765	5.891e-06
14775	12614	##making	26765	5.891e-06
11806	13671	repaired	26764	5.891e-06
12944	10770	norton	26762	5.891e-06
13628	13720	inability	26756	5.889e-06
6337	1156	β	26756	5.889e-06
12231	18789	shay	26755	5.889e-06
14953	13730	curb	26750	5.888e-06
13544	17467	oversee	26748	5.887e-06
7979	16998	##rgan	26745	5.887e-06
13819	17195	cora	26741	5.886e-06
12801	12009	archaeology	26737	5.885e-06
10144	13246	minerals	26737	5.885e-06
8571	22592	##llet	26730	5.884e-06
16232	9914	finalist	26726	5.883e-06
13438	13686	posed	26719	5.881e-06
15161	19436	##zhi	26718	5.881e-06
11002	13595	undergo	26717	5.881e-06
12272	13106	##keeper	26714	5.880e-06
8610	14502	podium	26713	5.880e-06
8513	13436	accidents	26713	5.880e-06
12637	21210	vp	26707	5.878e-06
10130	12808	tracked	26706	5.878e-06
14080	15545	microphone	26703	5.878e-06
11633	14186	lamps	26700	5.877e-06
12946	10839	hurling	26700	5.877e-06
14957	13798	sexuality	26698	5.876e-06
11103	14040	basel	26696	5.876e-06
12289	23401	tian	26694	5.876e-06
13083	23154	musa	26692	5.875e-06
14092	11668	augustus	26692	5.875e-06
2521	13628	grandchildren	26682	5.873e-06
13286	13715	floated	26681	5.873e-06
9659	16062	distribute	26680	5.873e-06
12246	13534	mistaken	26675	5.871e-06
15226	11120	jerome	26673	5.871e-06
14177	24658	##lth	26670	5.870e-06
12418	13647	asserted	26665	5.869e-06
12446	13108	shooter	26663	5.869e-06
15093	25152	##yad	26662	5.869e-06
9214	17184	caravan	26659	5.868e-06
10832	13264	boulder	26653	5.867e-06
13687	15132	smash	26643	5.864e-06
16202	15890	burger	26643	5.864e-06
15005	13969	nobles	26642	5.864e-06
9372	12894	crashing	26640	5.864e-06
15238	15715	incarnation	26637	5.863e-06
9378	22844	##ogo	26637	5.863e-06
11460	13158	aurora	26636	5.863e-06
11936	12619	mohammed	26634	5.862e-06
12916	14249	disguise	26632	5.862e-06
14425	18691	absurd	26630	5.861e-06
10724	11280	shirley	26611	5.857e-06
27956	14561	##culture	26604	5.856e-06
10632	11406	humanities	26600	5.855e-06
9013	15235	snorted	26600	5.855e-06
14521	26802	##anta	26596	5.854e-06
14426	15115	interfere	26593	5.853e-06
14096	14791	jasper	26593	5.853e-06
12566	12906	clusters	26592	5.853e-06
15662	13637	counterpart	26592	5.853e-06
15223	14667	medication	26591	5.853e-06
15627	25157	chet	26588	5.852e-06
14644	14539	peasant	26585	5.852e-06
9300	14248	punished	26582	5.851e-06
13227	15563	clarity	26581	5.851e-06
16663	12970	strips	26577	5.850e-06
16463	13215	camping	26571	5.849e-06
14967	14520	recorder	26571	5.849e-06
15028	14764	reminder	26566	5.847e-06
13480	11634	##bourne	26561	5.846e-06
12329	13139	frequencies	26561	5.846e-06
13002	12499	painters	26553	5.845e-06
16097	17044	needles	26548	5.843e-06
13729	14120	responding	26547	5.843e-06
14626	20581	bulb	26547	5.843e-06
14599	13212	balloon	26544	5.843e-06
10123	19179	awoke	26543	5.842e-06
11627	17937	brethren	26532	5.840e-06
16069	9911	##ensis	26521	5.838e-06
14068	22852	##real	26518	5.837e-06
13727	11182	tipped	26517	5.837e-06
11202	25346	##ior	26517	5.837e-06
11949	12418	dell	26513	5.836e-06
15008	10704	roberto	26510	5.835e-06
11300	20147	##anne	26510	5.835e-06
15352	20441	kemp	26509	5.835e-06
12971	16450	laurie	26508	5.835e-06
13663	13428	brake	26507	5.834e-06
13949	26432	##mei	26506	5.834e-06
13233	19310	##ß	26497	5.832e-06
10442	11145	trailed	26496	5.832e-06
16217	11222	leipzig	26495	5.832e-06
13423	12920	inscriptions	26485	5.830e-06
15931	27512	##rmin	26483	5.829e-06
14331	14061	concentrations	26479	5.828e-06
13911	15743	naive	26472	5.827e-06
13616	28681	tod	26471	5.827e-06
965	12623	tones	26458	5.824e-06
12940	14492	coke	26457	5.823e-06
12711	13851	sensing	26448	5.821e-06
13355	19394	compliment	26446	5.821e-06
15548	11389	teddy	26444	5.821e-06
14033	13350	liberals	26443	5.820e-06
15654	17125	##gles	26439	5.819e-06
14122	12704	auburn	26435	5.819e-06
12688	13085	kuwait	26433	5.818e-06
10198	14888	disturbing	26431	5.818e-06
12802	17232	temptation	26428	5.817e-06
10595	11764	gardner	26426	5.817e-06
13643	12437	textile	26425	5.816e-06
14203	18371	yen	26423	5.816e-06
13561	16786	##nza	26422	5.816e-06
14798	12834	sandra	26421	5.815e-06
10767	12914	##ashi	26419	5.815e-06
14175	14813	alcoholic	26419	5.815e-06
6143	15123	justified	26419	5.815e-06
13762	13582	aquatic	26417	5.815e-06
12161	13729	solving	26417	5.815e-06
11208	16963	##jee	26417	5.815e-06
13279	24882	hawke	26409	5.813e-06
9524	16059	##ovo	26407	5.812e-06
12690	14999	bowler	26406	5.812e-06
10700	13303	chased	26402	5.811e-06
10515	13038	##heads	26401	5.811e-06
10236	17837	uneven	26400	5.811e-06
12967	20763	##sio	26396	5.810e-06
8688	26835	pathogen	26390	5.809e-06
10457	11932	sacramento	26390	5.809e-06
12910	13664	devils	26389	5.808e-06
4403	12957	commodore	26387	5.808e-06
15858	17816	psi	26385	5.808e-06
14099	13828	cockpit	26384	5.807e-06
14854	13995	processed	26383	5.807e-06
8352	14200	inflation	26382	5.807e-06
15842	22214	sg	26381	5.807e-06
5716	13497	patrons	26379	5.806e-06
13829	11384	1825	26378	5.806e-06
5346	17663	vitamin	26374	5.805e-06
14318	11724	uruguay	26374	5.805e-06
17049	17003	exceeding	26371	5.804e-06
8051	27857	mika	26370	5.804e-06
13294	14713	##ija	26357	5.801e-06
14776	13483	interval	26353	5.801e-06
16189	12833	czechoslovakia	26351	5.800e-06
14773	13405	fashioned	26351	5.800e-06
13247	25204	intern	26351	5.800e-06
14214	13142	cultivation	26348	5.799e-06
13478	17702	overlap	26347	5.799e-06
14653	20625	hopeless	26345	5.799e-06
14849	12133	stamps	26344	5.799e-06
14326	12016	coordination	26340	5.798e-06
12985	24805	##mana	26340	5.798e-06
15985	11710	varsity	26339	5.797e-06
14147	11976	dialects	26330	5.795e-06
11600	13060	ringing	26330	5.795e-06
13238	11786	1810	26329	5.795e-06
5044	13605	bounced	26321	5.793e-06
11161	11831	bombay	26314	5.792e-06
12701	25547	##rde	26311	5.791e-06
14509	17523	bounce	26310	5.791e-06
12084	18720	pg	26308	5.791e-06
13471	15967	drunken	26301	5.789e-06
10725	14670	impacts	26298	5.788e-06
13855	18842	##oran	26296	5.788e-06
13506	26942	##nist	26292	5.787e-06
14630	14485	obscure	26291	5.787e-06
13639	28533	##rest	26287	5.786e-06
15088	14224	brightly	26280	5.784e-06
14452	18024	prejudice	26279	5.784e-06
15658	24689	caf	26276	5.784e-06
13851	13500	barriers	26271	5.782e-06
13723	12856	lantern	26269	5.782e-06
13917	13752	declaring	26268	5.782e-06
14464	27100	##itte	26265	5.781e-06
11835	11986	moonlight	26262	5.780e-06
13084	13722	scanning	26261	5.780e-06
8401	16419	patriot	26256	5.779e-06
17299	13302	violations	26255	5.779e-06
16299	13080	exposition	26252	5.778e-06
16132	11430	sidney	26250	5.778e-06
14088	9902	tate	26248	5.777e-06
14949	13776	##lated	26245	5.777e-06
13677	11161	thomson	26244	5.777e-06
13156	11885	strode	26243	5.776e-06
11932	12905	extant	26236	5.775e-06
15511	14415	mayo	26235	5.775e-06
15057	12752	leopold	26229	5.773e-06
3321	29739	##ω	26223	5.772e-06
14926	17071	##iger	26221	5.771e-06
15252	12003	bedford	26220	5.771e-06
13219	21760	beech	26216	5.770e-06
15887	15049	##pole	26200	5.767e-06
15274	12561	##erly	26200	5.767e-06
12140	16060	tex	26199	5.767e-06
14299	22987	##cis	26196	5.766e-06
12736	11929	lisbon	26194	5.766e-06
12760	14258	individually	26187	5.764e-06
16148	14067	promotes	26179	5.762e-06
13369	13005	vista	26170	5.760e-06
10764	14144	##ifies	26170	5.760e-06
14395	21756	##sty	26170	5.760e-06
17482	15935	alicia	26169	5.760e-06
13246	14784	saturn	26167	5.760e-06
15073	15708	neat	26166	5.759e-06
14539	13261	canceled	26163	5.759e-06
10969	11807	pinned	26151	5.756e-06
9854	15573	orchid	26140	5.754e-06
14085	12703	costumes	26138	5.753e-06
14451	13343	excluding	26137	5.753e-06
7699	11990	honda	26134	5.752e-06
14515	12950	resembles	26131	5.752e-06
13274	25545	decor	26131	5.752e-06
11428	14868	emotionally	26127	5.751e-06
12831	16507	coincidence	26124	5.750e-06
15009	9222	thighs	26124	5.750e-06
14143	13100	domains	26123	5.750e-06
10660	19058	##ald	26116	5.748e-06
15705	14740	##shed	26114	5.748e-06
13567	15615	destructive	26110	5.747e-06
12236	13978	substances	26108	5.747e-06
15135	12720	sweeping	26102	5.745e-06
13248	13314	mascot	26094	5.744e-06
11086	17988	##agh	26090	5.743e-06
17166	14982	impulse	26087	5.742e-06
14403	13077	soaked	26078	5.740e-06
13751	13447	migrated	26077	5.740e-06
13976	25619	##hg	26066	5.737e-06
13627	12994	inning	26062	5.736e-06
25156	14686	quote	26060	5.736e-06
15551	24000	plank	26058	5.736e-06
12779	10934	jessie	26052	5.734e-06
13087	13554	slick	26051	5.734e-06
